edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
24,20,89975,104,1.3,1799500,8,1,1
31,9,214917,101,3.6,1934253,2,0,0
59,15,335816,82,2.0,5037240,13,0,0
60,20,13789,165,1.9,275780,15,0,0
47,17,432569,156,1.2,7353673,3,1,1
56,10,176725,73,2.0,1767250,15,1,1
39,16,396930,38,2.4,6350880,8,1,1
23,17,408815,153,3.4,6949855,6,1,1
38,2,424091,161,3.8,848182,12,1,0
34,13,139568,5,4.6,1814384,5,1,1
62,10,286191,153,2.7,2861910,7,0,0
57,14,94897,54,2.0,1328558,1,1,1
52,3,308335,99,3.4,925005,10,0,0
35,11,275675,113,1.2,3032425,13,1,1
35,6,135613,34,1.8,813678,8,1,1
35,13,235579,40,1.5,3062527,11,0,0
53,13,30040,38,2.4,390520,9,0,0
45,2,410300,26,3.0,820600,1,1,1
46,7,361833,15,4.1,2532831,8,0,1
47,14,497071,57,2.7,6958994,2,0,0
40,14,36501,169,2.9,511014,6,1,1
70,15,150349,44,4.5,2255235,12,1,1
70,11,6112,23,3.2,67232,4,0,0
41,1,451501,106,3.9,451501,2,0,0
58,5,19198,125,2.7,95990,11,1,0
59,4,23297,131,2.0,93188,2,1,0
34,3,237827,9,1.1,713481,7,1,1
21,3,217669,134,1.1,653007,9,1,0
31,4,249085,90,3.6,996340,1,1,0
66,18,298953,159,4.3,5381154,1,1,1
63,15,79366,146,2.7,1190490,9,0,0
21,15,480252,131,1.9,7203780,11,0,0
31,7,62549,168,4.5,437843,15,1,1
56,17,455477,148,1.1,7743109,6,1,1
70,1,32172,71,2.4,32172,8,1,0
26,20,163384,24,4.7,3267680,5,0,1
37,17,212635,105,4.4,3614795,7,0,1
59,15,64782,66,1.1,971730,8,1,1
60,7,130050,170,4.3,910350,2,1,1
70,3,7847,100,4.8,23541,13,0,0
60,12,27772,92,3.2,333264,15,0,0
70,20,305712,87,4.7,6114240,4,0,1
63,10,416607,169,1.4,4166070,14,1,1
68,7,446460,151,3.6,3125220,9,1,1
51,18,341066,37,4.5,6139188,13,0,1
48,1,416324,21,1.4,416324,12,0,0
37,18,345643,101,4.4,6221574,7,1,1
56,13,175140,169,1.9,2276820,15,1,1
69,19,407187,15,3.9,7736553,2,0,1
26,12,439958,60,2.7,5279496,5,0,0
19,6,333154,26,1.5,1998924,3,0,1
20,7,280087,132,2.1,1960609,4,0,0
31,12,63543,10,2.6,762516,6,1,1
40,6,355857,174,3.8,2135142,3,1,1
18,13,158525,86,1.1,2060825,1,1,1
64,11,305216,53,1.7,3357376,7,1,1
27,12,365547,77,1.1,4386564,1,1,1
28,19,358287,56,1.9,6807453,3,1,1
61,18,302562,66,3.7,5446116,11,1,1
43,15,90152,96,4.1,1352280,1,0,1
49,16,193820,153,4.8,3101120,14,1,1
21,11,448516,114,3.7,4933676,12,0,0
43,8,89044,180,5.0,712352,9,1,1
29,7,101522,162,2.5,710654,15,0,0
70,14,125548,67,1.4,1757672,15,0,0
68,2,407128,76,2.0,814256,5,0,0
50,11,188225,75,2.9,2070475,8,0,0
59,9,226690,25,3.0,2040210,9,0,1
60,13,97285,180,3.7,1264705,11,1,1
61,8,472813,89,2.9,3782504,13,1,1
29,11,147586,96,4.3,1623446,12,1,1
64,19,441502,137,2.3,8388538,2,0,0
29,2,180185,87,2.3,360370,8,0,0
25,16,448235,3,2.2,7171760,12,0,1
21,8,232408,160,1.0,1859264,3,1,1
21,17,234024,5,4.3,3978408,5,1,1
39,18,244477,163,2.7,4400586,11,1,1
39,13,53894,30,1.8,700622,12,1,1
56,10,368912,42,2.9,3689120,10,0,0
59,11,170853,158,4.9,1879383,8,0,1
56,13,20321,75,3.4,264173,1,0,0
42,6,103067,36,2.0,618402,4,1,1
35,15,184579,5,2.9,2768685,14,0,1
64,6,326805,173,3.6,1960830,7,1,1
32,9,228185,55,3.8,2053665,15,1,1
26,16,332728,30,2.7,5323648,13,0,0
65,13,331957,141,4.8,4315441,5,0,1
53,17,431371,148,2.8,7333307,8,1,1
58,12,434894,86,2.5,5218728,7,1,1
45,15,32384,122,2.3,485760,13,1,1
28,13,450530,80,4.1,5856890,15,1,1
19,10,158669,147,2.8,1586690,11,0,0
45,15,331031,49,4.2,4965465,14,1,1
66,4,411598,176,1.3,1646392,9,0,0
31,3,304822,31,2.5,914466,11,0,0
27,13,300015,121,1.1,3900195,6,0,0
25,1,68705,96,3.4,68705,10,1,0
53,8,322489,153,1.7,2579912,14,0,0
26,17,351155,174,1.4,5969635,2,1,1
61,9,87710,156,2.5,789390,7,1,1
35,13,484723,4,1.9,6301399,11,0,1
65,17,274433,54,3.1,4665361,11,0,0
45,1,333196,81,1.5,333196,11,1,0
28,1,466575,98,3.6,466575,15,0,0
69,1,438854,117,3.3,438854,3,1,0
33,5,151231,161,1.5,756155,4,0,0
43,15,484233,127,1.9,7263495,1,0,0
37,12,45992,24,2.0,551904,2,1,1
27,8,56686,173,1.1,453488,7,0,0
55,3,401039,54,2.3,1203117,6,0,0
52,12,35931,68,1.9,431172,9,1,1
70,15,252887,112,2.4,3793305,8,1,1
70,14,246137,168,1.2,3445918,1,0,0
33,11,428966,82,2.0,4718626,15,0,0
33,18,300777,120,1.1,5413986,4,1,1
40,1,32603,129,2.6,32603,4,0,0
35,10,420979,16,1.4,4209790,14,1,1
63,12,446235,103,1.8,5354820,7,0,0
53,16,264605,11,3.5,4233680,12,0,1
43,8,326783,52,1.9,2614264,12,1,1
35,13,173278,93,2.3,2252614,7,1,1
40,7,160230,158,3.4,1121610,4,1,1
65,20,416550,81,4.6,8331000,9,1,1
19,6,455637,50,1.6,2733822,14,1,1
36,1,73448,26,3.1,73448,9,1,0
21,7,347812,51,2.4,2434684,9,0,0
50,5,222391,168,1.3,1111955,7,1,0
21,3,355464,89,4.7,1066392,10,1,1
36,19,374413,80,4.5,7113847,7,1,1
56,18,328569,156,2.9,5914242,15,1,1
26,5,430432,19,4.8,2152160,8,0,1
69,11,496376,121,2.2,5460136,12,1,1
59,9,211551,43,2.4,1903959,1,1,1
69,2,158614,50,2.9,317228,1,1,0
40,2,304321,24,3.0,608642,11,0,0
26,1,486362,107,2.0,486362,8,1,0
61,20,174342,135,1.3,3486840,2,1,1
70,4,50930,26,4.2,203720,11,0,0
28,6,420513,71,3.6,2523078,13,1,1
24,10,139646,149,3.8,1396460,6,1,1
18,2,240525,86,1.8,481050,2,1,0
50,15,125868,149,3.4,1888020,13,1,1
51,7,358869,6,1.4,2512083,1,0,1
54,6,465512,80,2.6,2793072,1,1,1
54,7,167527,101,3.4,1172689,12,0,0
48,7,212175,12,2.2,1485225,12,1,1
39,11,323592,79,2.0,3559512,5,1,1
56,9,424680,75,2.7,3822120,15,0,0
36,7,164846,164,1.9,1153922,11,1,1
20,14,465353,30,2.8,6514942,11,0,0
22,19,339405,69,2.9,6448695,1,0,0
26,10,100676,109,2.3,1006760,6,0,0
55,3,394717,96,3.6,1184151,11,0,0
63,9,47415,115,1.3,426735,2,1,1
43,18,350370,56,2.0,6306660,13,1,1
41,5,17126,88,2.5,85630,10,0,0
55,19,332420,32,2.6,6315980,3,1,1
33,17,382129,119,2.8,6496193,3,1,1
21,19,315181,2,2.5,5988439,10,0,1
23,1,350885,147,3.5,350885,12,1,0
61,10,364001,24,2.1,3640010,1,0,1
23,8,248254,25,1.7,1986032,4,1,1
57,8,306910,83,2.2,2455280,5,0,0
32,6,220771,11,4.9,1324626,4,1,1
32,20,234027,90,1.3,4680540,5,1,1
61,8,226536,47,4.5,1812288,11,0,1
25,9,174013,36,1.6,1566117,2,0,0
56,16,375274,138,4.7,6004384,2,0,1
18,19,415944,176,3.7,7902936,13,0,0
52,19,158197,41,3.1,3005743,15,1,1
35,16,378607,37,2.7,6057712,1,1,1
32,13,42003,137,3.6,546039,9,1,1
48,4,140940,146,4.4,563760,2,0,0
70,20,399458,120,1.9,7989160,4,0,0
57,6,479554,96,3.1,2877324,9,1,1
48,10,222117,104,4.6,2221170,5,1,1
24,11,65582,141,2.5,721402,2,0,0
61,10,289817,92,2.1,2898170,13,1,1
50,9,472438,74,2.9,4251942,12,0,0
64,10,440604,44,1.5,4406040,14,1,1
40,9,344910,70,3.3,3104190,4,1,1
62,11,437999,135,1.3,4817989,11,0,0
22,11,309047,116,1.0,3399517,13,0,0
47,6,493113,4,1.4,2958678,11,1,1
42,6,195435,164,4.1,1172610,6,1,1
57,13,284500,61,2.7,3698500,11,0,0
45,6,408925,27,1.8,2453550,13,1,1
51,16,23825,2,3.4,381200,13,0,1
34,3,436996,139,2.3,1310988,11,1,0
26,15,205278,109,3.0,3079170,7,1,1
48,5,324277,50,3.3,1621385,5,1,0
64,20,296825,80,4.9,5936500,3,1,1
59,7,417792,126,4.8,2924544,13,1,1
24,11,219042,152,4.4,2409462,4,1,1
63,4,373144,74,5.0,1492576,9,0,0
31,19,258858,148,4.8,4918302,12,1,1
60,19,49166,124,4.8,934154,14,0,1
34,5,463307,4,4.2,2316535,3,0,1
45,9,193171,27,4.0,1738539,1,1,1
22,7,121291,65,1.6,849037,7,0,0
57,18,454532,92,2.0,8181576,3,0,0
33,1,62360,113,2.3,62360,1,0,0
35,6,116781,88,1.9,700686,14,0,0
52,16,357844,45,1.7,5725504,3,1,1
66,20,380431,178,3.7,7608620,10,1,1
64,10,271729,15,3.2,2717290,5,0,1
25,9,437013,25,3.1,3933117,10,0,1
25,6,383093,92,2.3,2298558,3,1,1
65,17,463269,174,1.1,7875573,7,1,1
27,5,282717,59,5.0,1413585,13,1,1
51,20,266852,74,1.7,5337040,9,0,0
49,4,431909,122,4.8,1727636,13,1,1
47,3,330848,96,2.2,992544,1,1,0
25,19,466250,71,3.0,8858750,11,0,0
41,6,484140,117,4.4,2904840,9,1,1
20,20,321664,156,2.0,6433280,8,0,0
53,5,455404,36,4.7,2277020,12,1,1
30,3,168917,180,2.8,506751,9,1,0
70,2,203717,79,2.5,407434,13,0,0
38,9,288734,109,1.8,2598606,14,0,0
48,6,426184,46,2.0,2557104,4,0,0
50,20,55221,169,3.9,1104420,6,1,1
47,10,138746,80,4.9,1387460,13,1,1
47,13,240705,46,4.5,3129165,12,0,1
35,17,31186,105,2.9,530162,5,0,0
36,17,74495,44,2.7,1266415,9,1,1
49,4,267342,100,1.3,1069368,8,1,0
70,9,177669,127,4.5,1599021,4,1,1
33,17,390869,57,1.4,6644773,14,1,1
66,4,367973,69,4.7,1471892,15,1,1
19,14,397232,93,4.7,5561248,1,1,1
70,14,135079,16,1.4,1891106,11,0,1
19,15,233076,100,2.0,3496140,4,1,1
46,16,466983,164,3.5,7471728,14,0,0
20,15,30927,23,4.0,463905,14,1,1
57,18,199072,23,4.3,3583296,14,0,1
25,1,103903,55,4.8,103903,14,0,0
52,12,162215,52,2.3,1946580,7,1,1
35,12,136805,111,1.9,1641660,6,0,0
70,19,445731,154,2.5,8468889,2,0,0
25,8,478080,7,3.4,3824640,7,1,1
29,16,363104,51,4.9,5809664,2,1,1
67,8,491897,123,4.5,3935176,1,0,1
47,17,85512,153,4.9,1453704,5,0,1
27,20,14840,170,3.4,296800,15,1,0
42,18,440250,173,1.3,7924500,6,1,1
20,14,348418,98,4.1,4877852,8,1,1
39,3,57546,69,2.5,172638,4,0,0
58,17,406697,1,3.0,6913849,6,0,1
60,17,163220,87,1.4,2774740,2,1,1
61,14,364907,88,4.8,5108698,13,0,1
55,8,259956,156,1.9,2079648,7,1,1
50,13,87884,71,1.3,1142492,3,0,0
45,18,294441,72,1.7,5299938,13,1,1
24,6,488689,22,1.7,2932134,7,1,1
28,9,390611,47,1.4,3515499,1,1,1
63,2,365660,121,1.7,731320,6,1,0
66,5,387109,119,1.4,1935545,15,0,0
44,17,157109,43,3.0,2670853,3,1,1
19,11,490814,86,2.4,5398954,4,0,0
56,15,38518,82,3.4,577770,10,1,1
23,16,144589,145,3.7,2313424,7,0,0
38,15,15638,38,4.5,234570,15,1,1
57,6,76048,123,2.9,456288,3,1,1
32,19,354584,24,3.6,6737096,2,1,1
50,12,270542,89,2.2,3246504,14,1,1
42,11,242047,17,1.9,2662517,13,0,1
57,2,386137,1,1.4,772274,15,0,0
19,18,61584,1,1.4,1108512,7,1,1
32,10,489768,94,3.1,4897680,8,1,1
60,19,314794,158,3.8,5981086,3,0,0
48,18,307407,80,2.7,5533326,8,0,0
47,15,270630,24,1.7,4059450,14,1,1
59,4,367911,161,2.5,1471644,11,1,0
26,19,389212,83,1.5,7395028,5,0,0
46,1,368246,156,1.5,368246,1,1,0
34,4,394902,135,4.0,1579608,1,1,1
40,11,264158,18,4.0,2905738,1,0,1
45,15,30323,83,3.5,454845,1,1,1
70,1,228887,148,1.9,228887,2,1,0
44,16,146903,12,4.7,2350448,1,1,1
54,17,208497,159,3.9,3544449,15,0,0
65,8,312560,4,1.9,2500480,1,0,1
50,14,154633,169,3.7,2164862,12,0,0
31,17,43301,78,2.0,736117,9,0,0
27,6,113505,73,1.4,681030,7,1,1
28,5,63737,24,1.3,318685,15,0,0
19,1,452877,120,4.2,452877,8,0,0
50,16,104667,139,2.8,1674672,2,1,1
32,15,465401,38,4.3,6981015,1,0,1
20,3,41830,110,1.6,125490,6,1,0
27,1,436439,123,5.0,436439,3,1,1
65,1,252211,71,2.2,252211,7,0,0
31,6,155807,17,1.9,934842,6,1,1
28,19,199941,168,1.3,3798879,1,1,1
65,1,357204,149,2.5,357204,7,0,0
23,18,7856,100,4.9,141408,11,1,1
39,17,42436,101,2.8,721412,12,1,1
40,12,361645,88,2.7,4339740,14,1,1
21,5,76609,162,3.0,383045,10,1,0
33,5,444462,126,4.4,2222310,9,1,1
23,8,232866,155,2.3,1862928,1,0,0
63,12,481210,106,1.7,5774520,14,1,1
68,6,497187,57,3.7,2983122,15,0,0
43,16,356459,27,4.4,5703344,6,0,1
37,12,416836,88,1.9,5002032,13,0,0
65,20,180414,69,2.4,3608280,12,0,0
64,6,304353,82,4.2,1826118,6,0,1
61,12,278299,78,4.2,3339588,15,0,1
47,6,406026,130,3.5,2436156,4,0,0
24,13,62514,107,2.7,812682,3,0,0
29,1,24146,5,3.9,24146,6,0,0
45,15,85751,170,3.9,1286265,1,1,1
30,20,18646,2,2.1,372920,6,1,1
21,1,80496,40,1.8,80496,14,0,0
35,14,371351,146,1.5,5198914,4,0,0
51,8,352858,59,4.2,2822864,15,0,1
34,8,196450,52,2.0,1571600,13,1,1
54,19,488369,60,3.4,9279011,3,1,1
62,19,254613,143,3.9,4837647,3,1,1
39,6,430752,108,2.3,2584512,9,1,1
26,9,443379,75,4.0,3990411,4,0,1
27,11,438349,16,2.2,4821839,10,0,1
52,18,361905,136,2.2,6514290,7,1,1
21,9,13886,66,2.0,124974,15,1,0
55,5,461731,153,3.9,2308655,15,1,0
44,1,35256,34,2.0,35256,15,1,0
53,14,28873,135,3.9,404222,11,1,1
69,7,23500,45,1.4,164500,1,0,0
41,17,65349,172,2.4,1110933,9,0,0
51,2,139501,23,1.7,279002,2,0,0
54,12,464246,99,3.1,5570952,2,1,1
44,19,138859,43,2.3,2638321,10,0,0
19,11,330108,10,1.2,3631188,9,0,1
46,1,229489,6,1.5,229489,4,1,0
20,4,246320,148,2.7,985280,13,0,0
39,14,318410,86,3.9,4457740,8,1,1
53,4,124394,19,2.7,497576,14,0,0
27,11,465697,23,3.0,5122667,10,0,1
60,17,73136,18,4.2,1243312,15,1,1
38,1,294994,88,4.1,294994,1,1,0
47,2,77947,59,1.8,155894,11,1,0
42,18,53129,159,3.6,956322,15,1,1
60,16,411187,39,4.6,6578992,9,0,1
29,12,234473,112,3.4,2813676,8,0,0
29,12,371027,116,2.7,4452324,2,0,0
64,18,281786,50,3.5,5072148,11,1,1
29,8,106040,106,3.6,848320,2,1,1
21,14,245831,59,2.6,3441634,8,1,1
31,8,457873,50,4.0,3662984,13,0,1
53,19,178467,129,2.3,3390873,6,1,1
53,20,360542,158,3.2,7210840,14,1,1
68,12,152456,98,3.0,1829472,6,1,1
47,7,152241,94,4.4,1065687,15,1,1
69,13,22702,23,2.9,295126,7,1,1
28,13,50686,154,4.2,658918,12,1,1
22,5,190720,125,2.1,953600,6,0,0
51,15,346892,54,2.9,5203380,7,0,0
43,10,457920,85,1.0,4579200,11,1,1
57,13,56136,175,3.9,729768,10,0,0
22,1,389260,127,3.7,389260,11,0,0
67,7,175255,55,1.6,1226785,11,1,1
35,13,406435,39,2.9,5283655,13,0,0
34,16,438847,55,1.2,7021552,7,0,0
57,2,34883,172,1.7,69766,5,1,0
41,11,386268,150,4.6,4248948,6,1,1
31,12,303416,148,5.0,3640992,10,0,1
23,8,269716,59,2.6,2157728,4,0,0
34,20,496403,124,2.3,9928060,11,0,0
65,16,281542,5,4.5,4504672,13,0,1
60,18,120485,132,2.5,2168730,14,1,1
41,5,284397,45,1.7,1421985,11,1,0
60,7,300877,67,2.7,2106139,4,0,0
33,19,242626,159,2.1,4609894,14,0,0
43,6,496070,122,3.3,2976420,7,0,0
21,5,376522,74,1.6,1882610,3,1,0
29,1,306617,71,1.6,306617,4,0,0
66,8,414606,134,4.1,3316848,3,1,1
34,7,232742,98,3.8,1629194,13,0,0
42,18,383946,148,1.7,6911028,8,0,0
46,17,289676,37,4.4,4924492,8,1,1
30,13,103052,111,1.3,1339676,12,1,1
43,7,264562,150,4.9,1851934,9,0,1
30,18,308898,174,1.9,5560164,9,1,1
50,8,80774,133,4.1,646192,12,1,1
20,8,130593,113,3.0,1044744,14,1,1
32,18,139838,21,4.5,2517084,4,1,1
49,17,285635,50,4.5,4855795,5,0,1
38,4,258556,96,4.0,1034224,12,1,1
34,11,76699,165,1.2,843689,6,1,1
64,18,296951,50,5.0,5345118,11,0,1
45,9,206701,155,3.6,1860309,5,0,0
47,2,352145,27,4.7,704290,4,1,1
28,12,349584,23,4.5,4195008,11,0,1
63,16,477728,36,4.1,7643648,10,0,1
51,3,376254,132,1.7,1128762,2,1,0
46,11,412932,116,4.3,4542252,5,0,1
60,3,228241,34,3.0,684723,8,1,0
42,6,154500,138,1.0,927000,15,1,1
68,6,351822,141,4.6,2110932,6,0,1
68,12,110347,174,3.8,1324164,7,0,0
47,9,487807,173,4.9,4390263,12,0,1
46,14,132803,113,1.1,1859242,2,0,0
21,15,434171,42,4.6,6512565,8,1,1
18,1,222325,43,1.5,222325,12,0,0
41,2,386818,171,3.4,773636,2,0,0
44,12,209910,153,3.3,2518920,13,0,0
48,8,198883,64,2.9,1591064,6,0,0
54,3,49975,102,2.5,149925,2,0,0
57,11,57076,112,1.9,627836,13,1,1
22,8,418883,41,2.3,3351064,8,1,1
19,20,313855,135,4.9,6277100,13,0,1
65,17,126465,105,1.7,2149905,4,1,1
44,5,312131,158,4.7,1560655,13,0,0
53,4,350941,79,2.9,1403764,5,1,0
68,5,9642,41,3.2,48210,13,1,0
67,3,377497,158,3.1,1132491,10,0,0
57,15,73226,32,3.1,1098390,7,0,0
62,1,371931,112,3.2,371931,14,0,0
64,2,254388,146,2.7,508776,15,0,0
61,11,469153,13,2.7,5160683,12,0,1
37,11,426865,102,1.2,4695515,3,0,0
19,11,324524,18,3.2,3569764,15,0,1
53,2,201959,174,3.7,403918,15,1,0
29,19,472474,5,2.4,8977006,2,0,1
62,13,441643,31,1.7,5741359,1,1,1
56,12,252874,108,4.4,3034488,3,0,1
69,13,466944,165,3.9,6070272,12,0,0
24,17,368259,12,2.6,6260403,10,1,1
57,14,7796,10,3.5,109144,12,0,0
69,18,384403,40,4.4,6919254,8,1,1
35,4,414739,176,1.2,1658956,12,0,0
47,19,288041,44,3.7,5472779,13,0,0
56,12,283411,32,3.9,3400932,2,1,1
56,4,145033,6,3.2,580132,3,1,1
69,20,91521,29,1.2,1830420,10,1,1
59,5,444618,44,1.6,2223090,7,1,0
26,9,279200,156,4.0,2512800,14,1,1
63,3,132254,100,1.9,396762,6,0,0
19,7,447816,28,1.5,3134712,7,0,1
62,2,453582,40,4.5,907164,9,0,0
45,1,426429,145,3.7,426429,14,0,0
36,3,195928,67,1.5,587784,11,0,0
34,6,57319,160,2.4,343914,15,1,1
45,19,51583,97,1.4,980077,8,1,1
28,18,215964,126,1.9,3887352,14,0,0
23,14,215345,13,2.0,3014830,12,0,1
54,9,203304,64,3.6,1829736,6,0,0
19,9,331988,144,2.0,2987892,5,0,0
54,18,194185,4,3.6,3495330,2,0,1
50,9,182153,123,3.2,1639377,12,1,1
57,5,351377,166,5.0,1756885,7,0,0
32,2,229385,95,1.8,458770,8,1,0
49,19,233928,29,1.0,4444632,3,0,1
52,6,279818,61,2.8,1678908,13,0,0
48,8,85400,62,4.0,683200,7,0,1
29,17,85279,71,3.0,1449743,5,1,1
44,11,164155,134,1.2,1805705,12,0,0
49,13,218409,4,2.0,2839317,3,0,1
28,16,372894,115,4.2,5966304,2,0,1
70,4,262703,101,5.0,1050812,7,1,1
68,15,189611,168,4.0,2844165,11,1,1
69,13,466262,88,2.6,6061406,1,0,0
25,14,16103,22,2.7,225442,9,1,1
30,12,270975,31,3.2,3251700,15,0,0
43,18,16954,79,4.1,305172,10,1,1
47,15,28317,47,4.1,424755,6,1,1
52,14,166627,105,4.5,2332778,12,1,1
18,5,207724,92,4.0,1038620,11,0,0
21,17,180749,22,3.8,3072733,3,1,1
64,12,423235,52,2.9,5078820,9,1,1
65,7,147999,149,4.5,1035993,1,1,1
32,19,155617,40,1.6,2956723,2,1,1
21,3,235676,129,4.9,707028,2,0,0
42,16,67004,165,2.4,1072064,13,0,0
44,19,454019,22,4.7,8626361,10,0,1
60,4,443815,62,2.4,1775260,10,1,0
68,2,162943,73,3.1,325886,6,1,0
61,14,58966,73,4.3,825524,14,1,1
61,17,66256,109,3.5,1126352,8,1,1
35,2,141450,70,1.9,282900,15,0,0
37,3,353720,136,4.0,1061160,13,0,0
52,1,193242,124,3.1,193242,10,0,0
45,15,90421,2,3.6,1356315,1,1,1
60,15,291020,117,4.5,4365300,9,0,1
69,2,407785,83,1.8,815570,9,1,0
59,13,182636,16,1.8,2374268,14,1,1
42,8,381139,125,4.2,3049112,2,0,1
28,13,469640,31,2.3,6105320,11,0,0
39,3,367961,13,1.4,1103883,13,0,0
68,3,134802,81,4.8,404406,3,1,1
56,13,456540,123,1.8,5935020,6,1,1
31,18,194689,108,3.0,3504402,14,0,0
23,20,186087,89,3.7,3721740,8,0,0
31,16,279359,85,1.8,4469744,2,1,1
61,3,241414,35,3.5,724242,8,0,0
50,20,57632,3,4.8,1152640,12,0,1
56,14,150372,92,2.8,2105208,14,0,0
30,19,287819,139,1.2,5468561,4,1,1
31,4,382917,44,2.0,1531668,9,1,0
49,14,212662,152,1.4,2977268,15,0,0
49,18,264721,12,2.6,4764978,3,0,1
56,11,43145,24,3.1,474595,15,1,1
61,1,42812,66,3.9,42812,15,1,0
38,7,326878,129,1.1,2288146,2,1,1
18,14,484102,62,3.8,6777428,12,1,1
65,2,188016,157,2.8,376032,7,1,0
57,18,126657,24,3.2,2279826,12,1,1
48,9,362813,63,2.0,3265317,7,1,1
43,19,71119,56,4.5,1351261,8,0,1
66,6,56395,69,3.7,338370,9,1,1
46,2,22372,70,4.7,44744,15,1,0
18,5,424250,4,4.9,2121250,8,0,1
23,2,14788,65,2.9,29576,4,0,0
42,16,161143,140,4.2,2578288,5,1,1
36,14,313003,165,2.6,4382042,7,0,0
25,15,280106,136,1.3,4201590,2,0,0
26,11,497487,118,4.4,5472357,14,0,1
38,3,21124,117,1.3,63372,9,0,0
26,1,248353,179,1.2,248353,13,1,0
61,12,466296,148,2.4,5595552,14,0,0
64,20,413822,79,4.4,8276440,10,1,1
25,5,294298,4,1.3,1471490,13,1,1
30,16,455219,170,4.0,7283504,5,0,1
60,1,38529,15,2.1,38529,12,1,0
22,6,17953,17,5.0,107718,1,0,1
46,8,288459,31,3.0,2307672,3,0,0
54,3,445828,125,1.6,1337484,13,0,0
26,19,253656,88,1.5,4819464,11,0,0
49,12,451186,174,3.4,5414232,14,1,1
38,11,391920,32,1.3,4311120,8,0,0
30,17,338577,113,2.2,5755809,7,1,1
27,10,410693,149,1.5,4106930,2,0,0
39,15,394379,67,4.3,5915685,10,0,1
38,17,121983,78,3.3,2073711,9,1,1
19,11,374303,173,2.0,4117333,3,0,0
48,11,439000,127,3.5,4829000,5,1,1
58,19,313306,50,2.4,5952814,7,0,0
24,7,196729,105,1.2,1377103,3,1,1
28,17,150171,132,1.8,2552907,7,0,0
20,19,408267,22,4.2,7757073,8,1,1
68,7,412846,132,3.6,2889922,6,1,1
42,8,252415,31,3.3,2019320,14,0,0
29,15,50895,6,2.0,763425,3,0,1
43,8,499020,83,2.9,3992160,5,0,0
23,9,41515,121,1.9,373635,3,1,1
59,7,303431,13,2.7,2124017,10,0,1
63,15,411871,7,2.1,6178065,7,1,1
21,4,344826,11,3.9,1379304,11,1,1
52,4,331314,112,3.4,1325256,4,0,0
61,6,417750,90,3.9,2506500,8,1,1
68,17,305026,143,2.6,5185442,8,1,1
28,19,53354,164,3.0,1013726,15,0,0
54,9,45456,153,3.5,409104,5,1,1
22,8,240166,169,2.6,1921328,3,0,0
54,4,462676,132,4.8,1850704,1,1,1
26,3,14619,134,2.5,43857,2,0,0
44,3,95698,96,3.5,287094,6,0,0
57,6,259923,70,4.3,1559538,15,0,1
32,14,397426,6,4.1,5563964,14,1,1
40,12,211865,18,3.2,2542380,7,0,1
53,6,455743,162,2.7,2734458,15,1,1
40,14,113133,21,4.5,1583862,12,0,1
50,18,24909,16,2.8,448362,8,1,1
51,1,106415,157,1.4,106415,8,1,0
18,2,52795,92,2.9,105590,8,1,0
25,9,388360,103,3.8,3495240,15,1,1
31,3,68893,91,3.6,206679,4,1,0
30,15,414801,174,3.2,6222015,8,1,1
64,20,7790,72,4.2,155800,15,0,0
48,1,370018,19,3.6,370018,14,0,0
26,2,399384,34,4.5,798768,2,1,1
70,4,62877,5,3.3,251508,5,1,0
34,9,420757,64,3.8,3786813,1,1,1
20,13,463663,41,3.5,6027619,11,1,1
30,10,381116,121,1.8,3811160,12,1,1
57,11,72996,145,1.1,802956,4,1,1
52,4,230516,153,4.2,922064,13,1,1
28,6,468851,19,1.5,2813106,10,1,1
58,4,330686,129,4.8,1322744,10,0,0
27,9,191447,108,2.7,1723023,14,0,0
49,11,488071,33,1.7,5368781,5,0,0
35,11,412319,94,1.0,4535509,11,1,1
39,13,400635,71,4.1,5208255,3,1,1
61,5,185105,31,3.9,925525,2,1,0
19,6,12139,171,1.0,72834,6,0,0
54,7,392066,35,4.6,2744462,11,1,1
35,13,304068,178,4.6,3952884,2,1,1
44,3,182313,49,2.4,546939,6,1,0
49,2,47571,125,1.2,95142,7,0,0
26,16,426605,43,3.9,6825680,8,1,1
64,10,24388,22,1.3,243880,2,1,1
35,1,198883,95,4.6,198883,7,0,0
65,16,214625,40,3.2,3434000,13,1,1
46,1,456517,101,1.6,456517,7,0,0
21,14,108693,8,1.0,1521702,6,0,1
40,9,250324,32,4.0,2252916,13,0,1
44,9,333534,173,3.8,3001806,9,0,0
61,12,171120,5,1.0,2053440,3,1,1
61,10,22137,30,4.1,221370,5,1,1
64,15,275212,63,2.0,4128180,14,1,1
65,19,318419,72,2.1,6049961,11,0,0
67,11,85180,148,2.6,936980,1,1,1
31,14,317125,161,1.9,4439750,12,0,0
56,1,392015,16,1.8,392015,3,1,1
52,13,426134,43,1.1,5539742,1,0,0
66,8,281535,55,4.9,2252280,14,0,1
24,19,120466,133,1.3,2288854,1,0,0
45,4,498243,46,4.9,1992972,9,1,1
41,8,110838,132,1.9,886704,6,1,1
36,1,19546,15,3.7,19546,13,1,0
51,17,237347,121,3.7,4034899,15,1,1
20,8,35470,53,1.6,283760,11,0,0
